Number of objects: 10000

Initial data:
Circle 36, 20, 50 blue
Circle orange Area: 50.27
Circle orange Area: 50.27
Circle violet Area: 50.27
Circle indigo Area: 50.27
Circle yellow Area: 50.27
Circle indigo Area: 50.27
Circle orange Area: 50.27
Circle red Area: 50.27
Rectangle indigo Area: 50.00
Rectangle blue Area: 50.00
Rectangle green Area: 50.00
Triangle indigo Area: 50.00
Rectangle violet Area: 50.00
Rectangle yellow Area: 50.00
Rectangle indigo Area: 50.00
Rectangle green Area: 50.00
Rectangle indigo Area: 50.00
Rectangle green Area: 50.00
Rectangle orange Area: 50.00
Rectangle yellow Area: 49.00
Triangle indigo Area: 49.00
Rectangle indigo Area: 49.00
Rectangle indigo Area: 49.00
Triangle orange Area: 49.00
Triangle violet Area: 48.00
Rectangle red Area: 48.00
Rectangle orange Area: 48.00
Rectangle blue Area: 48.00
Triangle violet Area: 48.00
Rectangle orange Area: 48.00
Triangle indigo Area: 48.00
Triangle green Area: 48.00
Rectangle red Area: 48.00
Rectangle indigo Area: 48.00
Rectangle blue Area: 48.00
Rectangle blue Area: 48.00
Rectangle green Area: 48.00
Rectangle red Area: 48.00
Triangle indigo Area: 48.00
Triangle red Area: 48.00
Rectangle blue Area: 48.00
Triangle green Area: 47.50
Triangle indigo Area: 47.00
Triangle indigo Area: 47.00
Triangle red Area: 47.00
Triangle blue Area: 46.50
Triangle yellow Area: 46.50
Triangle indigo Area: 46.00
Rectangle indigo Area: 46.00
Rectangle yellow Area: 46.00
Rectangle red Area: 46.00
Triangle green Area: 46.00
Rectangle red Area: 46.00
Triangle red Area: 45.50
Triangle indigo Area: 45.00
Rectangle yellow Area: 45.00
Triangle orange Area: 45.00
Triangle indigo Area: 45.00
Rectangle indigo Area: 45.00
Triangle red Area: 45.00
Triangle violet Area: 45.00
Rectangle green Area: 45.00
Rectangle red Area: 44.00
Rectangle violet Area: 44.00
Rectangle green Area: 44.00
Rectangle red Area: 44.00
Rectangle red Area: 44.00
Triangle indigo Area: 44.00
Triangle green Area: 44.00
Triangle blue Area: 44.00
Triangle green Area: 44.00
Rectangle green Area: 44.00
Rectangle blue Area: 44.00
Rectangle orange Area: 44.00
Triangle red Area: 43.50
Triangle orange Area: 43.50
Triangle blue Area: 43.00
Rectangle indigo Area: 43.00
Rectangle green Area: 43.00
Rectangle red Area: 43.00
Rectangle orange Area: 43.00
Triangle violet Area: 43.00
Triangle indigo Area: 43.00
Triangle orange Area: 42.50
Triangle violet Area: 42.50
Triangle green Area: 42.50
Rectangle violet Area: 42.00
Rectangle violet Area: 42.00
Rectangle red Area: 42.00
Rectangle violet Area: 42.00
Rectangle orange Area: 42.00
Triangle green Area: 42.00
Rectangle yellow Area: 42.00
Triangle indigo Area: 42.00
Rectangle violet Area: 42.00
Triangle violet Area: 42.00
Rectangle red Area: 42.00
Triangle green Area: 42.00
Triangle blue Area: 42.00
Rectangle red Area: 42.00
Rectangle red Area: 41.00
Rectangle blue Area: 41.00
Rectangle indigo Area: 41.00
Rectangle red Area: 41.00
Triangle blue Area: 41.00
Triangle blue Area: 41.00
Triangle violet Area: 40.50
Rectangle indigo Area: 40.00
Triangle red Area: 40.00
Triangle green Area: 40.00
Rectangle yellow Area: 40.00
Rectangle indigo Area: 40.00
Rectangle orange Area: 40.00
Rectangle indigo Area: 40.00
Rectangle orange Area: 40.00
Rectangle blue Area: 40.00
Triangle orange Area: 40.00
Rectangle green Area: 40.00
Rectangle blue Area: 40.00
Rectangle blue Area: 40.00
Rectangle yellow Area: 40.00
Rectangle red Area: 40.00
Triangle blue Area: 39.50
Triangle green Area: 39.50
Rectangle green Area: 39.00
Triangle yellow Area: 39.00
Triangle green Area: 39.00
Rectangle red Area: 39.00
Rectangle indigo Area: 39.00
Rectangle green Area: 39.00
Rectangle green Area: 39.00
Triangle violet Area: 39.00
Rectangle violet Area: 39.00
Triangle blue Area: 39.00
Rectangle indigo Area: 39.00
Triangle red Area: 39.00
Triangle orange Area: 38.50
Rectangle indigo Area: 38.00
Rectangle blue Area: 38.00
Rectangle blue Area: 38.00
Rectangle red Area: 38.00
Rectangle indigo Area: 38.00
Triangle blue Area: 37.00
Triangle violet Area: 37.00
Rectangle yellow Area: 37.00
Triangle yellow Area: 36.50
Triangle indigo Area: 36.50
Rectangle orange Area: 36.00
Rectangle red Area: 36.00
Triangle red Area: 36.00
Rectangle orange Area: 36.00
Triangle violet Area: 36.00
Triangle violet Area: 36.00
Rectangle red Area: 36.00
Rectangle indigo Area: 36.00
Rectangle blue Area: 36.00
Rectangle yellow Area: 36.00
Rectangle yellow Area: 36.00
Triangle yellow Area: 36.00
Triangle indigo Area: 36.00
Triangle red Area: 36.00
Rectangle yellow Area: 36.00
Triangle green Area: 36.00
Rectangle indigo Area: 36.00
Rectangle red Area: 36.00
Rectangle violet Area: 36.00
Triangle red Area: 35.50
Triangle orange Area: 35.50
Triangle violet Area: 35.50
Rectangle violet Area: 35.00
Triangle blue Area: 35.00
Rectangle orange Area: 35.00
Rectangle green Area: 35.00
Triangle green Area: 35.00
Rectangle violet Area: 35.00
Triangle orange Area: 34.50
Triangle blue Area: 34.50
Triangle yellow Area: 34.50
Rectangle blue Area: 34.00
Rectangle blue Area: 34.00
Rectangle red Area: 34.00
Rectangle red Area: 34.00
Triangle orange Area: 34.00
Rectangle red Area: 34.00
Triangle yellow Area: 33.50
Triangle blue Area: 33.50
Triangle orange Area: 33.50
Rectangle violet Area: 33.00
Triangle orange Area: 33.00
Rectangle violet Area: 33.00
Rectangle blue Area: 33.00
Triangle violet Area: 33.00
Triangle red Area: 33.00
Rectangle violet Area: 32.00
Rectangle red Area: 32.00
Rectangle red Area: 32.00
Rectangle green Area: 32.00
Rectangle indigo Area: 32.00
Triangle yellow Area: 32.00
Triangle red Area: 32.00
Triangle green Area: 31.50
Triangle blue Area: 31.50
Triangle red Area: 31.50
Triangle red Area: 31.00
Rectangle green Area: 31.00
Rectangle indigo Area: 31.00
Triangle orange Area: 31.00
Triangle indigo Area: 31.00
Triangle green Area: 31.00
Rectangle violet Area: 31.00
Triangle orange Area: 31.00
Rectangle red Area: 31.00
Triangle blue Area: 30.50
Rectangle green Area: 30.00
Rectangle yellow Area: 30.00
Rectangle orange Area: 30.00
Rectangle yellow Area: 30.00
Rectangle red Area: 30.00
Rectangle blue Area: 30.00
Triangle red Area: 30.00
Rectangle orange Area: 30.00
Rectangle red Area: 30.00
Rectangle violet Area: 30.00
Rectangle orange Area: 30.00
Rectangle blue Area: 30.00
Rectangle violet Area: 30.00
Triangle yellow Area: 30.00
Rectangle violet Area: 30.00
Triangle violet Area: 30.00
Triangle yellow Area: 30.00
Rectangle red Area: 30.00
Rectangle orange Area: 30.00
Rectangle blue Area: 30.00
Rectangle violet Area: 30.00
Triangle violet Area: 29.50
Rectangle green Area: 29.00
Rectangle green Area: 29.00
Triangle violet Area: 29.00
Triangle red Area: 29.00
Triangle blue Area: 29.00
Rectangle yellow Area: 29.00
Circle yellow Area: 28.27
Circle blue Area: 28.27
Circle violet Area: 28.27
Circle violet Area: 28.27
Circle red Area: 28.27
Circle orange Area: 28.27
Circle red Area: 28.27
Circle blue Area: 28.27
Circle red Area: 28.27
Circle indigo Area: 28.27
Circle indigo Area: 28.27
Circle blue Area: 28.27
Circle indigo Area: 28.27
Circle violet Area: 28.27
Circle violet Area: 28.27
Circle orange Area: 28.27
Circle blue Area: 28.27
Circle orange Area: 28.27
Circle indigo Area: 28.27
Circle yellow Area: 28.27
Circle yellow Area: 28.27
Circle yellow Area: 28.27
Circle yellow Area: 28.27
Circle violet Area: 28.27
Circle blue Area: 28.27
Circle green Area: 28.27
Circle orange Area: 28.27
Circle orange Area: 28.27
Circle violet Area: 28.27
Circle yellow Area: 28.27
Circle green Area: 28.27
Circle violet Area: 28.27
Circle yellow Area: 28.27
Circle orange Area: 28.27
Circle orange Area: 28.27
Circle orange Area: 28.27
Circle yellow Area: 28.27
Circle violet Area: 28.27
Circle violet Area: 28.27
Circle blue Area: 28.27
Circle indigo Area: 28.27
Circle orange Area: 28.27
Circle violet Area: 28.27
Circle green Area: 28.27
Circle blue Area: 28.27
Circle green Area: 28.27
Circle yellow Area: 28.27
Circle yellow Area: 28.27
Circle violet Area: 28.27
Circle red Area: 28.27
Circle indigo Area: 28.27
Circle violet Area: 28.27
Circle green Area: 28.27
Circle indigo Area: 28.27
Circle orange Area: 28.27
Circle orange Area: 28.27
Circle orange Area: 28.27
Circle violet Area: 28.27
Circle red Area: 28.27
Circle red Area: 28.27
Triangle orange Area: 28.00
Rectangle indigo Area: 28.00
Rectangle yellow Area: 28.00
Rectangle blue Area: 28.00
Rectangle indigo Area: 28.00
Rectangle blue Area: 28.00
Triangle yellow Area: 28.00
Rectangle red Area: 28.00
Rectangle orange Area: 28.00
Rectangle green Area: 28.00
Triangle violet Area: 27.50
Rectangle yellow Area: 27.00
Triangle violet Area: 27.00
Rectangle red Area: 27.00
Triangle orange Area: 27.00
Rectangle indigo Area: 27.00
Rectangle yellow Area: 27.00
Rectangle orange Area: 27.00
Triangle blue Area: 27.00
Rectangle blue Area: 27.00
Rectangle yellow Area: 27.00
Triangle red Area: 26.50
Triangle red Area: 26.50
Rectangle yellow Area: 26.00
Triangle indigo Area: 26.00
Rectangle yellow Area: 26.00
Rectangle orange Area: 26.00
Rectangle violet Area: 26.00
Rectangle blue Area: 26.00
Rectangle orange Area: 26.00
Triangle blue Area: 26.00
Triangle red Area: 26.00
Triangle yellow Area: 25.00
Rectangle green Area: 25.00
Triangle green Area: 25.00
Triangle blue Area: 25.00
Rectangle blue Area: 25.00
Triangle red Area: 24.50
Triangle indigo Area: 24.50
Rectangle violet Area: 24.00
Rectangle green Area: 24.00
Triangle indigo Area: 24.00
Triangle blue Area: 24.00
Rectangle yellow Area: 24.00
Rectangle red Area: 24.00
Triangle blue Area: 24.00
Triangle blue Area: 24.00
Rectangle violet Area: 24.00
Rectangle blue Area: 24.00
Rectangle green Area: 24.00
Triangle violet Area: 24.00
Triangle red Area: 23.50
Triangle red Area: 23.50
Triangle indigo Area: 23.50
Triangle orange Area: 23.00
Triangle green Area: 23.00
Triangle blue Area: 23.00
Triangle yellow Area: 22.50
Triangle yellow Area: 22.00
Rectangle red Area: 22.00
Rectangle orange Area: 22.00
Triangle orange Area: 22.00
Rectangle blue Area: 22.00
Triangle red Area: 22.00
Rectangle green Area: 22.00
Triangle red Area: 21.00
Rectangle violet Area: 21.00
Rectangle red Area: 21.00
Rectangle violet Area: 21.00
Rectangle blue Area: 21.00
Rectangle green Area: 21.00
Triangle blue Area: 21.00
Rectangle red Area: 21.00
Triangle green Area: 21.00
Triangle green Area: 20.50
Rectangle orange Area: 20.00
Triangle green Area: 20.00
Rectangle blue Area: 20.00
Rectangle indigo Area: 20.00
Rectangle blue Area: 20.00
Triangle red Area: 20.00
Rectangle red Area: 20.00
Triangle violet Area: 20.00
Triangle green Area: 20.00
Rectangle yellow Area: 20.00
Rectangle red Area: 20.00
Triangle yellow Area: 20.00
Rectangle indigo Area: 20.00
Rectangle orange Area: 20.00
Rectangle green Area: 20.00
Rectangle green Area: 20.00
Triangle indigo Area: 19.50
Rectangle orange Area: 19.00
Rectangle orange Area: 19.00
Triangle violet Area: 19.00
Triangle indigo Area: 19.00
Rectangle indigo Area: 19.00
Rectangle yellow Area: 19.00
Triangle violet Area: 18.50
Rectangle yellow Area: 18.00
Rectangle orange Area: 18.00
Rectangle indigo Area: 18.00
Triangle blue Area: 18.00
Rectangle violet Area: 18.00
Triangle orange Area: 18.00
Triangle blue Area: 18.00
Rectangle orange Area: 18.00
Rectangle blue Area: 18.00
Triangle violet Area: 17.50
Triangle blue Area: 17.50
Triangle green Area: 17.50
Triangle violet Area: 17.50
Triangle orange Area: 17.50
Triangle red Area: 17.50
Triangle green Area: 17.00
Triangle orange Area: 17.00
Triangle yellow Area: 17.00
Rectangle violet Area: 17.00
Rectangle violet Area: 17.00
Rectangle red Area: 17.00
Rectangle orange Area: 17.00
Triangle yellow Area: 16.50
Triangle violet Area: 16.50
Rectangle indigo Area: 16.00
Rectangle indigo Area: 16.00
Rectangle violet Area: 16.00
Rectangle indigo Area: 16.00
Rectangle indigo Area: 16.00
Triangle orange Area: 16.00
Rectangle green Area: 16.00
Rectangle yellow Area: 16.00
Triangle blue Area: 16.00
Triangle blue Area: 16.00
Triangle orange Area: 16.00
Rectangle green Area: 15.00
Rectangle red Area: 15.00
Rectangle indigo Area: 15.00
Triangle orange Area: 15.00
Rectangle orange Area: 15.00
Triangle green Area: 15.00
Triangle blue Area: 15.00
Rectangle violet Area: 15.00
Rectangle orange Area: 15.00
Triangle indigo Area: 15.00
Rectangle blue Area: 15.00
Rectangle yellow Area: 15.00
Rectangle orange Area: 15.00
Triangle orange Area: 15.00
Rectangle red Area: 15.00
Rectangle orange Area: 15.00
Triangle red Area: 14.50
Rectangle yellow Area: 14.00
Rectangle blue Area: 14.00
Rectangle red Area: 14.00
Rectangle green Area: 14.00
Rectangle yellow Area: 14.00
Triangle green Area: 14.00
Rectangle violet Area: 14.00
Triangle orange Area: 14.00
Rectangle green Area: 14.00
Rectangle indigo Area: 14.00
Rectangle indigo Area: 14.00
Triangle violet Area: 14.00
Rectangle orange Area: 14.00
Rectangle yellow Area: 14.00
Rectangle orange Area: 14.00
Triangle green Area: 14.00
Triangle indigo Area: 13.50
Triangle blue Area: 13.50
Rectangle yellow Area: 13.00
Triangle yellow Area: 13.00
Rectangle violet Area: 13.00
Rectangle yellow Area: 13.00
Rectangle blue Area: 13.00
Circle blue Area: 12.57
Circle orange Area: 12.57
Circle orange Area: 12.57
Circle violet Area: 12.57
Circle indigo Area: 12.57
Circle indigo Area: 12.57
Circle blue Area: 12.57
Circle blue Area: 12.57
Circle violet Area: 12.57
Circle green Area: 12.57
Circle red Area: 12.57
Circle indigo Area: 12.57
Circle green Area: 12.57
Circle violet Area: 12.57
Circle violet Area: 12.57
Circle green Area: 12.57
Circle red Area: 12.57
Circle red Area: 12.57
Circle yellow Area: 12.57
Circle green Area: 12.57
Circle orange Area: 12.57
Circle yellow Area: 12.57
Circle indigo Area: 12.57
Circle green Area: 12.57
Circle violet Area: 12.57
Circle blue Area: 12.57
Circle green Area: 12.57
Circle red Area: 12.57
Circle red Area: 12.57
Circle green Area: 12.57
Circle indigo Area: 12.57
Circle red Area: 12.57
Circle blue Area: 12.57
Circle red Area: 12.57
Circle yellow Area: 12.57
Circle indigo Area: 12.57
Circle yellow Area: 12.57
Circle orange Area: 12.57
Circle red Area: 12.57
Circle yellow Area: 12.57
Circle orange Area: 12.57
Circle blue Area: 12.57
Circle blue Area: 12.57
Circle violet Area: 12.57
Circle yellow Area: 12.57
Circle red Area: 12.57
Circle red Area: 12.57
Circle violet Area: 12.57
Circle green Area: 12.57
Circle blue Area: 12.57
Circle indigo Area: 12.57
Circle yellow Area: 12.57
Circle blue Area: 12.57
Circle yellow Area: 12.57
Circle yellow Area: 12.57
Circle orange Area: 12.57
Circle red Area: 12.57
Circle blue Area: 12.57
Circle green Area: 12.57
Circle green Area: 12.57
Circle green Area: 12.57
Circle blue Area: 12.57
Circle orange Area: 12.57
Circle indigo Area: 12.57
Circle blue Area: 12.57
Circle blue Area: 12.57
Circle yellow Area: 12.57
Circle orange Area: 12.57
Circle blue Area: 12.57
Circle green Area: 12.57
Triangle yellow Area: 12.00
Triangle green Area: 12.00
Rectangle yellow Area: 12.00
Rectangle indigo Area: 12.00
Rectangle blue Area: 12.00
Rectangle yellow Area: 12.00
Rectangle orange Area: 12.00
Rectangle green Area: 12.00
Triangle red Area: 12.00
Triangle violet Area: 11.50
Rectangle red Area: 11.00
Triangle indigo Area: 11.00
Triangle yellow Area: 11.00
Rectangle green Area: 11.00
Rectangle red Area: 11.00
Triangle orange Area: 10.50
Rectangle yellow Area: 10.00
Rectangle violet Area: 10.00
Rectangle red Area: 10.00
Rectangle green Area: 10.00
Triangle red Area: 10.00
Rectangle red Area: 10.00
Rectangle yellow Area: 10.00
Rectangle violet Area: 9.00
Rectangle red Area: 9.00
Rectangle yellow Area: 9.00
Rectangle blue Area: 9.00
Triangle indigo Area: 9.00
Triangle orange Area: 9.00
Triangle violet Area: 8.50
Rectangle yellow Area: 8.00
Rectangle violet Area: 8.00
Triangle orange Area: 8.00
Triangle green Area: 8.00
Rectangle indigo Area: 8.00
Rectangle orange Area: 8.00
Triangle blue Area: 7.50
Triangle yellow Area: 7.50
Rectangle indigo Area: 7.00
Rectangle yellow Area: 7.00
Rectangle violet Area: 7.00
Rectangle violet Area: 7.00
Rectangle blue Area: 7.00
Triangle green Area: 7.00
Triangle red Area: 6.50
Triangle orange Area: 6.50
Rectangle red Area: 6.00
Rectangle indigo Area: 6.00
Rectangle violet Area: 6.00
Rectangle green Area: 6.00
Rectangle green Area: 6.00
Rectangle indigo Area: 6.00
Rectangle orange Area: 6.00
Rectangle red Area: 6.00
Triangle indigo Area: 5.50
Triangle yellow Area: 5.50
Triangle indigo Area: 5.50
Triangle indigo Area: 5.00
Triangle violet Area: 4.50
Triangle orange Area: 4.50
Triangle yellow Area: 4.50
Triangle yellow Area: 4.00
Triangle yellow Area: 4.00
Rectangle green Area: 4.00
Rectangle indigo Area: 4.00
Rectangle orange Area: 4.00
Triangle orange Area: 3.50
Circle orange Area: 3.14
Circle orange Area: 3.14
Circle red Area: 3.14
Circle blue Area: 3.14
Circle indigo Area: 3.14
Circle orange Area: 3.14
Circle orange Area: 3.14
Circle blue Area: 3.14
Circle blue Area: 3.14
Circle yellow Area: 3.14
Circle yellow Area: 3.14
Circle indigo Area: 3.14
Circle yellow Area: 3.14
Circle orange Area: 3.14
Circle green Area: 3.14
Circle yellow Area: 3.14
Circle green Area: 3.14
Circle violet Area: 3.14
Circle green Area: 3.14
Circle red Area: 3.14
Circle yellow Area: 3.14
Circle blue Area: 3.14
Circle violet Area: 3.14
Circle orange Area: 3.14
Circle orange Area: 3.14
Circle violet Area: 3.14
Circle violet Area: 3.14
Circle indigo Area: 3.14
Circle blue Area: 3.14
Circle green Area: 3.14
Circle indigo Area: 3.14
Circle red Area: 3.14
Circle green Area: 3.14
Circle red Area: 3.14
Circle violet Area: 3.14
Circle green Area: 3.14
Circle blue Area: 3.14
Circle orange Area: 3.14
Circle orange Area: 3.14
Circle green Area: 3.14
Circle violet Area: 3.14
Circle green Area: 3.14
Circle green Area: 3.14
Circle blue Area: 3.14
Circle green Area: 3.14
Circle red Area: 3.14
Circle indigo Area: 3.14
Circle blue Area: 3.14
Circle indigo Area: 3.14
Circle indigo Area: 3.14
Circle blue Area: 3.14
Circle blue Area: 3.14
Circle violet Area: 3.14
Circle green Area: 3.14
Circle blue Area: 3.14
Circle orange Area: 3.14
